Airport ID,Airport Name,Airport City,Airport Country
1,Goroka,Goroka,Papua New Guinea
2,Madang,Madang,Papua New Guinea
3,Mount Hagen,Mount Hagen,Papua New Guinea
4,Nadzab,Nadzab,Papua New Guinea
5,Port Moresby Jacksons Intl,Port Moresby,Papua New Guinea
6,Wewak Intl,Wewak,Papua New Guinea
7,Narsarsuaq,Narssarssuaq,Greenland
8,Nuuk,Godthaab,Greenland
9,Sondre Stromfjord,Sondrestrom,Greenland
10,Thule Air Base,Thule,Greenland
11,Akureyri,Akureyri,Iceland
12,Egilsstadir,Egilsstadir,Iceland
13,Hornafjordur,Hofn,Iceland
14,Husavik,Husavik,Iceland
15,Isafjordur,Isafjordur,Iceland
16,Keflavik International Airport,Keflavik,Iceland
17,Patreksfjordur,Patreksfjordur,Iceland
18,Reykjavik,Reykjavik,Iceland
19,Siglufjordur,Siglufjordur,Iceland
20,Vestmannaeyjar,Vestmannaeyjar,Iceland
21,Sault Ste Marie,Sault Sainte Marie,Canada
22,Winnipeg St Andrews,Winnipeg,Canada
23,Shearwater,Halifax,Canada
24,St Anthony,St. Anthony,Canada
25,Tofino,Tofino,Canada
26,Kugaaruk,Pelly Bay,Canada
27,Baie Comeau,Baie Comeau,Canada
28,Bagotville,Bagotville,Canada
29,Baker Lake,Baker Lake,Canada
30,Campbell River,Campbell River,Canada
31,Brandon Muni,Brandon,Canada
32,Cambridge Bay,Cambridge Bay,Canada
33,Nanaimo,Nanaimo,Canada
34,Castlegar,Castlegar,Canada
35,Miramichi,Chatham,Canada
36,Charlo,Charlo,Canada
37,Kugluktuk,Coppermine,Canada
38,Coronation,Coronation,Canada
39,Chilliwack,Chilliwack,Canada
40,Clyde River,Clyde River,Canada
41,Fairmont Hot Springs,Coral Harbour,Canada
42,Dawson City,Dawson,Canada
43,Burwash,Burwash,Canada
44,Princeton,Princeton,Canada
45,Deer Lake,Deer Lake,Canada
46,Dease Lake,Dease Lake,Canada
47,Dauphin Barker,Dauphin,Canada
48,Dawson Creek,Dawson Creek,Canada
49,Edmonton Intl,Edmonton,Canada
50,Arviat,Eskimo Point,Canada
51,Estevan,Estevan,Canada
52,Edson,Edson,Canada
53,Eureka,Eureka,Canada
54,Inuvik Mike Zubko,Inuvik,Canada
55,Iqaluit,Iqaluit,Canada
56,Fredericton,Fredericton,Canada
57,Forestville,Forestville,Canada
58,Flin Flon,Flin Flon,Canada
59,Fort Resolution,Fort Resolution,Canada
60,Fort Simpson,Fort Simpson,Canada
61,Kingston,Kingston,Canada
62,La Grande Riviere,La Grande Riviere,Canada
63,Gaspe,Gaspe,Canada
64,Geraldton Greenstone Regional,Geraldton,Canada
65,Iles De La Madeleine,Iles De La Madeleine,Canada
66,Hudson Bay,Hudson Bay,Canada
67,Dryden Rgnl,Dryden,Canada
68,Ulukhaktok Holman,Holman Island,Canada
69,Gjoa Haven,Gjoa Haven,Canada
70,Hamilton,Hamilton,Canada
71,St Hubert,Montreal,Canada
72,Hay River,Hay River,Canada
73,Halifax Intl,Halifax,Canada
74,Atikokan Muni,Atikokan,Canada
75,Pond Inlet,Pond Inlet,Canada
76,St Jean,St. Jean,Canada
77,Stephenville,Stephenville,Canada
78,Kamloops,Kamloops,Canada
79,Waterloo,Waterloo,Canada
80,Schefferville,Schefferville,Canada
81,Kindersley,Kindersley,Canada
82,Buttonville Muni,Toronto,Canada
83,Chapleau,Chapleau,Canada
84,Meadow Lake,Meadow Lake,Canada
85,Lloydminster,Lloydminster,Canada
86,Alert,Alert,Canada
87,Kelowna,Kelowna,Canada
88,Mayo,Mayo,Canada
89,Moose Jaw Air Vice Marshal C M Mcewen,Moose Jaw,Canada
90,Fort Mcmurray,Fort Mcmurray,Canada
91,Moosonee,Moosonee,Canada
92,Maniwaki,Maniwaki,Canada
93,Montreal Intl Mirabel,Montreal,Canada
94,Natashquan,Natashquan,Canada
95,Gatineau,Gatineau,Canada
96,Matagami,Matagami,Canada
97,Old Crow,Old Crow,Canada
98,Cold Lake,Cold Lake,Canada
99,High Level,High Level,Canada
100,Ottawa Macdonald Cartier Intl,Ottawa,Canada
101,Prince Albert Glass Field,Prince Albert,Canada
102,Peace River,Peace River,Canada
103,Southport,Portage-la-prairie,Canada
104,Pitt Meadows,Pitt Meadows,Canada
105,Pickle Lake,Pickle Lake,Canada
106,Port Menier,Port Menier,Canada
107,Peterborough,Peterborough,Canada
108,Prince Rupert,Prince Pupert,Canada
109,Fort Chipewyan,Fort Chipewyan,Canada
110,Muskoka,Muskoka,Canada
111,Quebec Jean Lesage Intl,Quebec,Canada
112,Red Deer Regional,Red Deer Industrial,Canada
113,Windsor,Windsor,Canada
114,Watson Lake,Watson Lake,Canada
115,Kenora,Kenora,Canada
116,Lethbridge,Lethbridge,Canada
117,Greater Moncton Intl,Moncton,Canada
119,Comox,Comox,Canada
120,Regina Intl,Regina,Canada
121,Thunder Bay,Thunder Bay,Canada
122,Grande Prairie,Grande Prairie,Canada
123,Yorkton Muni,Yorkton,Canada
124,North Battleford,North Battleford,Canada
125,Gander Intl,Gander,Canada
126,Sydney,Sydney,Canada
127,Quesnel,Quesnel,Canada
128,Resolute Bay,Resolute,Canada
129,Riviere Du Loup,Riviere Du Loup,Canada
130,Roberval,Roberval,Canada
131,Rocky Mountain House,Rocky Mountain House,Canada
132,Rankin Inlet,Rankin Inlet,Canada
133,Sudbury,Sudbury,Canada
134,Sherbrooke,Sherbrooke,Canada
135,Saint John,St. John,Canada
136,Fort Smith,Fort Smith,Canada
137,Nanisivik,Nanisivik,Canada
138,Summerside,Summerside,Canada
139,Sachs Harbour,Sachs Harbour,Canada
140,Cape Dorset,Cape Dorset,Canada
141,Thompson,Thompson,Canada
142,Trenton,Trenton,Canada
143,Timmins,Timmins,Canada
144,City Centre,Toronto,Canada
145,Tuktoyaktuk,Tuktoyaktuk,Canada
146,Pierre Elliott Trudeau Intl,Montreal,Canada
147,Repulse Bay,Repulse Bay,Canada
148,Hall Beach,Hall Beach,Canada
149,Rouyn Noranda,Rouyn,Canada
150,La Ronge,La Ronge,Canada
151,Vermilion,Vermillion,Canada
152,Qikiqtarjuaq,Broughton Island,Canada
153,Val D Or,Val D'or,Canada
154,Kuujjuaq,Quujjuaq,Canada
155,Norman Wells,Norman Wells,Canada
156,Vancouver Intl,Vancouver,Canada
157,Buffalo Narrows,Buffalo Narrows,Canada
158,Wiarton,Wiarton,Canada
159,Petawawa,Petawawa,Canada
160,Winnipeg Intl,Winnipeg,Canada
161,Wabush,Wabush,Canada
162,Williams Lake,Williams Lake,Canada
163,Wrigley,Wrigley,Canada
164,Canadian Rockies Intl,Cranbrook,Canada
165,Edmonton City Centre,Edmonton,Canada
166,Saskatoon J G Diefenbaker Intl,Saskatoon,Canada
167,Medicine Hat,Medicine Hat,Canada
168,Fort St John,Fort Saint John,Canada
169,Sioux Lookout,Sioux Lookout,Canada
170,Pangnirtung,Pangnirtung,Canada
171,Timiskaming Rgnl,Earlton,Canada
172,Prince George,Prince George,Canada
173,Terrace,Terrace,Canada
174,London,London,Canada
175,Abbotsford,Abbotsford,Canada
176,Whitehorse Intl,Whitehorse,Canada
177,North Bay,North Bay,Canada
178,Calgary Intl,Calgary,Canada
179,Smithers,Smithers,Canada
180,Fort Nelson,Fort Nelson,Canada
181,Penticton,Penticton,Canada
182,Charlottetown,Charlottetown,Canada
183,Taloyoak,Spence Bay,Canada
184,Victoria Intl,Victoria,Canada
185,Lynn Lake,Lynn Lake,Canada
186,Swift Current,Swift Current,Canada
187,Churchill,Churchill,Canada
188,Goose Bay,Goose Bay,Canada
189,St Johns Intl,St. John's,Canada
190,Kapuskasing,Kapuskasing,Canada
191,Armstrong,Armstrong,Canada
192,Mont Joli,Mont Joli,Canada
193,Lester B Pearson Intl,Toronto,Canada
194,Downsview,Toronto,Canada
195,Gore Bay Manitoulin,Gore Bay,Canada
196,Yellowknife,Yellowknife,Canada
197,Slave Lake,Slave Lake,Canada
198,Sandspit,Sandspit,Canada
199,Chris Hadfield,Sarnia,Canada
200,Port Hardy,Port Hardy,Canada
201,Whitecourt,Whitecourt,Canada
202,Sept Iles,Sept-iles,Canada
203,Teslin,Teslin,Canada
204,Greenwood,Greenwood,Canada
205,Faro,Faro,Canada
206,Fort Mcpherson,Fort Mcpherson,Canada
207,Blida,Blida,Algeria
208,Bou Saada,Bou Saada,Algeria
209,Soummam,Bejaja,Algeria
210,Houari Boumediene,Algier,Algeria
211,Tiska,Djanet,Algeria
212,Boufarik,Boufarik,Algeria
213,Reggane,Reggan,Algeria
214,Illizi Takhamalt,Illizi,Algeria
215,Ain Oussera,Ain Oussera,Algeria
216,Tamanrasset,Tamanrasset,Algeria
217,Jijel,Jijel,Algeria
218,Mecheria,Mecheria,Algeria
219,Relizane,Relizane,Algeria
220,Annaba,Annaba,Algeria
221,Mohamed Boudiaf Intl,Constantine,Algeria
222,Cheikh Larbi Tebessi,Tebessa,Algeria
224,Hassi R Mel,Tilrempt,Algeria
225,Bou Chekif,Tiaret,Algeria
226,Bou Sfer,Bou Sfer,Algeria
227,Tindouf,Tindouf,Algeria
228,Ech Cheliff,Ech-cheliff,Algeria
229,Tafaraoui,Oran,Algeria
230,Zenata,Tlemcen,Algeria
231,Es Senia,Oran,Algeria
232,Sidi Bel Abbes,Sidi Bel Abbes,Algeria
233,Ghriss,Ghriss,Algeria
234,Touat Cheikh Sidi Mohamed Belkebir,Adrar,Algeria
235,Biskra,Biskra,Algeria
236,El Golea,El Golea,Algeria
237,Noumerat,Ghardaia,Algeria
238,Oued Irara,Hassi Messaoud,Algeria
239,In Salah,In Salah,Algeria
240,Sidi Mahdi,Touggourt,Algeria
241,Laghouat,Laghouat,Algeria
242,Timimoun,Timimoun,Algeria
243,Ouargla,Ouargla,Algeria
244,In Amenas,Zarzaitine,Algeria
245,Cadjehoun,Cotonou,Benin
246,Ouagadougou,Ouagadougou,Burkina Faso
247,Bobo Dioulasso,Bobo-dioulasso,Burkina Faso
248,Kotoka Intl,Accra,Ghana
249,Tamale,Tamale,Ghana
250,Wa,Wa,Ghana
251,Sunyani,Sunyani,Ghana
252,Takoradi,Takoradi,Ghana
253,Abidjan Felix Houphouet Boigny Intl,Abidjan,Cote d'Ivoire
254,Bouake,Bouake,Cote d'Ivoire
255,Daloa,Daloa,Cote d'Ivoire
256,Korhogo,Korhogo,Cote d'Ivoire
257,Man,Man,Cote d'Ivoire
258,San Pedro,San Pedro,Cote d'Ivoire
259,Yamoussoukro,Yamoussoukro,Cote d'Ivoire
260,Nnamdi Azikiwe Intl,Abuja,Nigeria
261,Akure,Akure,Nigeria
262,Benin,Benin,Nigeria
263,Calabar,Calabar,Nigeria
264,Enugu,Enugu,Nigeria
265,Gusau,Gusau,Nigeria
266,Ibadan,Ibadan,Nigeria
267,Ilorin,Ilorin,Nigeria
268,Yakubu Gowon,Jos,Nigeria
269,Kaduna,Kaduna,Nigeria
270,Mallam Aminu Intl,Kano,Nigeria
271,Maiduguri,Maiduguri,Nigeria
272,Makurdi,Makurdi,Nigeria
273,Murtala Muhammed,Lagos,Nigeria
274,Minna New,Minna,Nigeria
275,Port Harcourt Intl,Port Hartcourt,Nigeria
276,Sadiq Abubakar Iii Intl,Sokoto,Nigeria
277,Yola,Yola,Nigeria
278,Zaria,Zaria,Nigeria
279,Maradi,Maradi,Niger
280,Diori Hamani,Niamey,Niger
281,Tahoua,Tahoua,Niger
282,Manu Dayak,Agadez,Niger
283,Dirkou,Dirkou,Niger
284,Diffa,Diffa,Niger
285,Zinder,Zinder,Niger
286,Habib Bourguiba Intl,Monastir,Tunisia
287,Carthage,Tunis,Tunisia
288,Sidi Ahmed Air Base,Bizerte,Tunisia
289,Remada,Remada,Tunisia
290,Gafsa,Gafsa,Tunisia
291,Gabes,Gabes,Tunisia
292,Borj El Amri,Bordj El Amri,Tunisia
293,Zarzis,Djerba,Tunisia
294,El Borma,El Borma,Tunisia
295,Thyna,Sfax,Tunisia
296,Nefta,Tozeur,Tunisia
297,Niamtougou International,Niatougou,Togo
298,Gnassingbe Eyadema Intl,Lome,Togo
299,Deurne,Antwerp,Belgium
300,Beauvechain,Beauvechain,Belgium
301,Kleine Brogel,Kleine Brogel,Belgium
302,Brussels Natl,Brussels,Belgium
303,Bertrix,Bertrix,Belgium
304,Brussels South,Charleroi,Belgium
305,Chievres Ab,Chievres,Belgium
306,Koksijde,Koksijde,Belgium
307,Florennes,Florennes,Belgium
308,Wevelgem,Kortrijk-vevelgem,Belgium
309,Liege,Liege,Belgium
310,Oostende,Ostend,Belgium
311,Zutendaal,Zutendaal,Belgium
312,Sint Truiden,Sint-truiden,Belgium
313,Saint Hubert Mil,St.-hubert,Belgium
314,Ursel,Ursel,Belgium
315,Weelde,Weelde,Belgium
316,Zoersel,Zoersel,Belgium
317,Bautzen,Bautzen,Germany
318,Altenburg Nobitz,Altenburg,Germany
319,Dessau,Dessau,Germany
320,Eisenhuttenstadt,Eisenhuettenstadt,Germany
322,Grossenhain,Suhl,Germany
323,Merseburg,Muehlhausen,Germany
324,Halle Oppin,Halle,Germany
325,Riesa Gohlis,Riesa,Germany
326,Rechlin Larz,Rechlin-laerz,Germany
327,Strausberg,Strausberg,Germany
328,Schonhagen,Schoenhagen,Germany
329,Barth,Barth,Germany
330,Jena Schongleina,Jena,Germany
331,Kyritz,Kyritz,Germany
332,Magdeburg,Magdeburg,Germany
333,Rothenburg Gorlitz,Rothenburg/ol,Germany
334,Anklam,Anklam,Germany
335,Cottbus Drewitz,Cottbus,Germany
336,Kamenz,Kamenz,Germany
337,Schonefeld,Berlin,Germany
338,Dresden,Dresden,Germany
339,Erfurt,Erfurt,Germany
340,Frankfurt Main,Frankfurt,Germany
341,Munster Osnabruck,Munster,Germany
342,Hamburg,Hamburg,Germany
343,Tempelhof,Berlin,Germany
344,Koln Bonn,Cologne,Germany
345,Dusseldorf,Duesseldorf,Germany
346,Franz Josef Strauss,Munich,Germany
347,Nurnberg,Nuernberg,Germany
348,Leipzig Halle,Leipzig,Germany
349,Saarbrucken,Saarbruecken,Germany
350,Stuttgart,Stuttgart,Germany
351,Tegel,Berlin,Germany
352,Hannover,Hannover,Germany
353,Neuenland,Bremen,Germany
354,Egelsbach,Egelsbach,Germany
355,Frankfurt Hahn,Hahn,Germany
356,Mannheim City,Mannheim,Germany
357,Allendorf Eder,Allendorf,Germany
358,Worms,Worms,Germany
359,Mainz Finthen,Mainz,Germany
360,Eisenach Kindel,Eisenach,Germany
361,Siegerland,Siegerland,Germany
362,Hamburg Finkenwerder,Hamburg,Germany
363,Kiel Holtenau,Kiel,Germany
364,Lubeck Blankensee,Luebeck,Germany
365,Dahlemer Binz,Dahlemer Binz,Germany
366,Meinerzhagen,Meinerzhagen,Germany
367,Arnsberg Menden,Arnsberg,Germany
368,Essen Mulheim,Essen,Germany
369,Bielefeld,Bielefeld,Germany
370,Monchengladbach,Moenchengladbach,Germany
371,Paderborn Lippstadt,Paderborn,Germany
372,Stadtlohn Vreden,Stadtlohn,Germany
373,Dortmund,Dortmund,Germany
374,Augsburg,Augsburg,Germany
375,Biberach An Der Riss,Biberach,Germany
376,Eggenfelden,Eggenfelden,Germany
377,Mindelheim Mattsies,Mindelheim,Germany
378,Oberpfaffenhofen,Oberpfaffenhofen,Germany
379,Straubing,Straubing,Germany
380,Vilshofen,Vilshofen,Germany
381,Leutkirch Unterzeil,Leutkirch,Germany
382,Friedrichshafen,Friedrichshafen,Germany
383,Schwerin Parchim,Parchim,Germany
384,Stendal Borstel,Stendal,Germany
385,Aalen Heidenheim Elchingen,Aalen-heidenheim,Germany
386,Bayreuth,Bayreuth,Germany
387,Burg Feuerstein,Burg Feuerstein,Germany
388,Hof Plauen,Hof,Germany
389,Hassfurt Schweinfurt,Hassfurt,Germany
390,Koblenz Winningen,Koblenz,Germany
391,Trier Fohren,Trier,Germany
392,Speyer,Speyer,Germany
393,Zweibrucken,Zweibruecken,Germany
394,Donaueschingen Villingen,Donaueschingen,Germany
395,Freiburg,Freiburg,Germany
396,Mengen Hohentengen,Mengen,Germany
397,Schwabisch Hall,Schwaebisch Hall,Germany
398,Finsterwalde Schacksdorf,Soest,Germany
399,Braunschweig Wolfsburg,Braunschweig,Germany
400,Kassel Calden,Kassel,Germany
401,Hildesheim,Hildesheim,Germany
402,Bremerhaven,Bremerhaven,Germany
403,Emden,Emden,Germany
404,Leer Papenburg,Leer,Germany
405,Wilhelmshaven Mariensiel,Wilhelmshaven,Germany
406,Borkum,Borkum,Germany
407,Norderney,Norderney,Germany
408,Flensburg Schaferhaus,Flensburg,Germany
409,Rendsburg Schachtholm,Rendsburg,Germany
410,Westerland Sylt,Westerland,Germany
411,Amari,Armari Air Force Base,Estonia
412,Kardla,Kardla,Estonia
413,Kuressaare,Kuressaare,Estonia
414,Parnu,Parnu,Estonia
415,Tallinn,Tallinn-ulemiste International,Estonia
416,Tartu,Tartu,Estonia
417,Enontekio,Enontekio,Finland
418,Eura,Eura,Finland
419,Halli,Halli,Finland
420,Helsinki Malmi,Helsinki,Finland
421,Helsinki Vantaa,Helsinki,Finland
422,Hameenkyro,Hameenkyro,Finland
423,Hanko,Hanko,Finland
424,Hyvinkaa,Hyvinkaa,Finland
425,Kiikala,Kikala,Finland
426,Immola,Immola,Finland
427,Kitee,Kitee,Finland
428,Ivalo,Ivalo,Finland
429,Joensuu,Joensuu,Finland
430,Jyvaskyla,Jyvaskyla,Finland
431,Kauhava,Kauhava,Finland
432,Kemi Tornio,Kemi,Finland
433,Kajaani,Kajaani,Finland
434,Kauhajoki,Kauhajoki,Finland
435,Kruunupyy,Kruunupyy,Finland
436,Kemijarvi,Kemijarvi,Finland
437,Kuusamo,Kuusamo,Finland
438,Kittila,Kittila,Finland
439,Kuopio,Kuopio,Finland
440,Lahti Vesivehmaa,Vesivehmaa,Finland
441,Lappeenranta,Lappeenranta,Finland
442,Mariehamn,Mariehamn,Finland
443,Menkijarvi,Menkijarvi,Finland
444,Mikkeli,Mikkeli,Finland
445,Nummela,Nummela,Finland
446,Oulu,Oulu,Finland
447,Piikajarvi,Piikajarvi,Finland
448,Pori,Pori,Finland
449,Pudasjarvi,Pudasjarvi,Finland
450,Pyhasalmi,Pyhasalmi,Finland
451,Raahe Pattijoki,Pattijoki,Finland
452,Rantasalmi,Rantasalmi,Finland
453,Rovaniemi,Rovaniemi,Finland
454,Rayskala,Rayskala,Finland
455,Savonlinna,Savonlinna,Finland
456,Selanpaa,Selanpaa,Finland
457,Sodankyla,Sodankyla,Finland
458,Tampere Pirkkala,Tampere,Finland
459,Teisko,Teisko,Finland
460,Turku,Turku,Finland
461,Utti,Utti,Finland
462,Vaasa,Vaasa,Finland
463,Varkaus,Varkaus,Finland
464,Ylivieska,Ylivieska-raudaskyla,Finland
465,Belfast Intl,Belfast,United Kingdom
466,St Angelo,Enniskillen,United Kingdom
467,Belfast City,Belfast,United Kingdom
468,City of Derry,Londonderry,United Kingdom
469,Birmingham,Birmingham,United Kingdom
470,Coventry,Coventry,United Kingdom
471,Leicester,Leicester,United Kingdom
472,Gloucestershire,Golouchestershire,United Kingdom
474,Wolverhampton,Halfpenny Green,United Kingdom
475,Kemble,Pailton,United Kingdom
476,Turweston,Turweston,United Kingdom
477,Wellesbourne Mountford,Wellesbourne,United Kingdom
478,Manchester,Manchester,United Kingdom
479,Manchester Woodford,Woodfort,United Kingdom
480,Chivenor,Chivenor,United Kingdom
481,St Mawgan,Newquai,United Kingdom
482,Lyneham,Lyneham,United Kingdom
483,Boscombe Down,Boscombe Down,United Kingdom
484,Culdrose,Culdrose,United Kingdom
485,St Athan,St. Athan,United Kingdom
486,Yeovilton,Yeovilton,United Kingdom
487,Haverfordwest,Haverfordwest,United Kingdom
488,Cardiff,Cardiff,United Kingdom
489,Swansea,Swansea,United Kingdom
490,Bristol,Bristol,United Kingdom
491,Liverpool,Liverpool,United Kingdom
492,Luton,London,United Kingdom
493,Plymouth,Plymouth,United Kingdom
494,Bournemouth,Bournemouth,United Kingdom
495,Southampton,Southampton,United Kingdom
496,Lasham,Lasham,United Kingdom
497,Alderney,Alderney,Guernsey
498,Guernsey,Guernsey,Guernsey
499,Jersey,Jersey,Jersey
500,Shoreham,Shoreham By Sea,United Kingdom
501,Biggin Hill,Biggin Hill,United Kingdom
502,Gatwick,London,United Kingdom
503,City,London,United Kingdom
504,Farnborough,Farnborough,United Kingdom
505,Chalgrove,Chalsgrove,United Kingdom
506,Blackbushe,Blackbushe,United Kingdom
507,Heathrow,London,United Kingdom
508,Southend,Southend,United Kingdom
509,Lydd,Lydd,United Kingdom
510,Manston,Manston,United Kingdom
511,Brough,Brough,United Kingdom
512,Carlisle,Carlisle,United Kingdom
513,Gamston,Repton,United Kingdom
514,Blackpool,Blackpool,United Kingdom
515,Humberside,Humberside,United Kingdom
516,Walney Island,Barrow Island,United Kingdom
517,Leeds Bradford,Leeds,United Kingdom
518,Warton,Warton,United Kingdom
519,Hawarden,Hawarden,United Kingdom
520,Isle Of Man,Isle Of Man,Isle of Man
521,Newcastle,Newcastle,United Kingdom
522,Durham Tees Valley Airport,Teesside,United Kingdom
523,Nottingham East Midlands,East Midlands,United Kingdom
524,Llanbedr,Llanbedr,United Kingdom
525,Ternhill,Ternhill,United Kingdom
526,Shawbury,Shawbury,United Kingdom
528,Woodvale,Woodvale,United Kingdom
529,Kirkwall,Kirkwall,United Kingdom
530,Sumburgh,Sumburgh,United Kingdom
531,Wick,Wick,United Kingdom
532,Dyce,Aberdeen,United Kingdom
533,Inverness,Inverness,United Kingdom
534,Glasgow,Glasgow,United Kingdom
535,Edinburgh,Edinburgh,United Kingdom
536,Islay,Islay,United Kingdom
537,Prestwick,Prestwick,United Kingdom
538,Benbecula,Benbecula,United Kingdom
539,Scatsta,Scatsta,United Kingdom
540,Dundee,Dundee,United Kingdom
541,Stornoway,Stornoway,United Kingdom
542,Tiree,Tiree,United Kingdom
543,Leuchars,Leuchars,United Kingdom
544,Lossiemouth,Lossiemouth,United Kingdom
545,Cambridge,Cambridge,United Kingdom
546,Conington,Peterborough,United Kingdom
547,Norwich,Norwich,United Kingdom
548,Stansted,London,United Kingdom
549,North Weald,North Weald,United Kingdom
550,Sheffield City,Fowlmere,United Kingdom
551,Cranfield,Cranfield,United Kingdom
552,Exeter,Exeter,United Kingdom
553,Bristol Filton,Bristol,United Kingdom
554,Kidlington,Oxford,United Kingdom
555,Benson,Benson,United Kingdom
556,Lakenheath,Lakenheath,United Kingdom
557,Mildenhall,Mildenhall,United Kingdom
558,Wattisham,Wattisham,United Kingdom
559,Wyton,Wyton,United Kingdom
560,Fairford,Fairford,United Kingdom
561,Brize Norton,Brize Norton,United Kingdom
562,Odiham,Odiham,United Kingdom
563,Cosford,Cosford,United Kingdom
564,Northolt,Northolt,United Kingdom
565,Coningsby,Coningsby,United Kingdom
566,Dishforth,Dishforth,United Kingdom
567,Leeming,Leeming,United Kingdom
568,Church Fenton,Church Fenton,United Kingdom
569,Honington,Honington,United Kingdom
570,Cottesmore,Cottesmore,United Kingdom
571,Scampton,Scampton,United Kingdom
572,Wittering,Wittering,United Kingdom
573,Linton On Ouse,Linton-on-ouse,United Kingdom
574,Waddington,Waddington,United Kingdom
575,Topcliffe,Topcliffe,United Kingdom
576,Cranwell,Cranwell,United Kingdom
577,Barkston Heath,Barkston Heath,United Kingdom
578,Marham,Marham,United Kingdom
579,Mount Pleasant,Mount Pleasant,Falkland Islands
580,Schiphol,Amsterdam,Netherlands
581,Budel,Weert,Netherlands
582,Maastricht,Maastricht,Netherlands
583,Deelen,Deelen,Netherlands
584,Drachten,Drachten,Netherlands
585,Eindhoven,Eindhoven,Netherlands
586,Eelde,Groningen,Netherlands
587,Gilze Rijen,Gilze-rijen,Netherlands
588,De Kooy,De Kooy,Netherlands
589,Lelystad,Lelystad,Netherlands
590,Leeuwarden,Leeuwarden,Netherlands
591,Rotterdam,Rotterdam,Netherlands
592,Soesterberg,Soesterberg,Netherlands
593,Twenthe,Enschede,Netherlands
594,Valkenburg,Valkenburg,Netherlands
595,Woensdrecht,Woensdrecht,Netherlands
596,Cork,Cork,Ireland
597,Galway,Galway,Ireland
599,Dublin,Dublin,Ireland
600,Ireland West Knock,Connaught,Ireland
601,Kerry,Kerry,Ireland
602,Casement,Casement,Ireland
603,Shannon,Shannon,Ireland
604,Sligo,Sligo,Ireland
605,Waterford,Waterford,Ireland
607,Aarhus,Aarhus,Denmark
608,Billund,Billund,Denmark
609,Kastrup,Copenhagen,Denmark
610,Esbjerg,Esbjerg,Denmark
611,Gronholt Hillerod,Gronholt,Denmark
612,Karup,Karup,Denmark
613,Laeso,Laeso,Denmark
614,Lolland Falster Maribo,Maribo,Denmark
615,Odense,Odense,Denmark
616,Krusa Padborg,Krusa-padborg,Denmark
617,Roskilde,Copenhagen,Denmark
618,Bornholm Ronne,Ronne,Denmark
619,Sonderborg,Soenderborg,Denmark
621,Skrydstrup,Skrydstrup,Denmark
622,Skive,Skive,Denmark
623,Thisted,Thisted,Denmark
624,Kolding Vamdrup,Kolding,Denmark
625,Vagar,Vagar,Faroe Islands
626,Aars,Vesthimmerland,Denmark
627,Stauning,Stauning,Denmark
628,Aalborg,Aalborg,Denmark
629,Luxembourg,Luxemburg,Luxembourg
630,Vigra,Alesund,Norway
631,Andenes,Andoya,Norway
632,Alta,Alta,Norway
633,Bomoen,Voss,Norway
634,Bronnoy,Bronnoysund,Norway
635,Bodo,Bodo,Norway
636,Flesland,Bergen,Norway
637,Batsfjord,Batsfjord,Norway
638,Kjevik,Kristiansand,Norway
639,Dagali,Geilo,Norway
640,Bardufoss,Bardufoss,Norway
641,Evenes,Harstad/Narvik,Norway
642,Leirin,Fagernes,Norway
643,Floro,Floro,Norway
644,Gardermoen,Oslo,Norway
645,Karmoy,Haugesund,Norway
646,Hasvik,Hasvik,Norway
647,Kvernberget,Kristiansund,Norway
648,Kjeller,Kjeller,Norway
649,Hoybuktmoen,Kirkenes,Norway
650,Lista,Farsund,Norway
651,Aro,Molde,Norway
652,Kjaerstad,Mosjoen,Norway
653,Banak,Lakselv,Norway
654,Notodden,Notodden,Norway
655,Orland,Orland,Norway
656,Roros,Roros,Norway
657,Moss,Rygge,Norway
658,Longyear,Svalbard,Norway
659,Geiteryggen,Skien,Norway
660,Sorstokken,Stord,Norway
662,Stokka,Sandnessjoen,Norway
663,Langnes,Tromso,Norway
664,Torp,Sandefjord,Norway
665,Vaernes,Trondheim,Norway
666,Sola,Stavanger,Norway
667,Babice,Warsaw,Poland
668,Lech Walesa,Gdansk,Poland
669,Balice,Krakow,Poland
670,Muchowiec,Katowice,Poland
671,Pyrzowice,Katowice,Poland
673,Mielec,Mielec,Poland
674,Lawica,Poznan,Poland
675,Jasionka,Rzeszow,Poland
676,Goleniow,Szczecin,Poland
677,Redzikowo,Slupsk,Poland
678,Swidwin,Shapaja,Poland
679,Okecie,Warsaw,Poland
680,Strachowice,Wroclaw,Poland
681,Babimost,Zielona Gora,Poland
682,Malmen,Linkoeping,Sweden
683,Bravalla,Norrkoeping,Sweden
684,Uppsala,Uppsala,Sweden
685,Ronneby,Ronneby,Sweden
686,Rada,Rada,Sweden
687,Landvetter,Gothenborg,Sweden
688,Jonkoping,Joenkoeping,Sweden
689,Falkoping,Falkoping,Sweden
690,Lidkoping,Lidkoping,Sweden
691,Save,Gothenborg,Sweden
692,Skovde,Skovde,Sweden
693,Trollhattan Vanersborg,Trollhattan,Sweden
694,Karlsborg,Karlsborg,Sweden
695,Satenas,Satenas,Sweden
696,Barkarby,Stockholm,Sweden
697,Karlskoga,Karlskoga,Sweden
698,Mora,Mora,Sweden
699,Skavsta,Stockholm,Sweden
700,Arvika,Arvika,Sweden
701,Emmaboda,Emmaboda,Sweden
